,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Gtdc1,0.365212705,0.531896907,0.094,0.111,1
ENSMUSG00000131358,0.365253278,-1.564580374,0.02,0.008,1
C030006K11Rik,0.36526993,1.209472927,0.017,0.011,1
Tc2n,0.365297936,0.273108208,0.052,0.075,1
ENSMUSG00000123637,0.365358781,-0.652374016,0.047,0.028,1
Wipi1,0.365495219,-0.942377029,0.06,0.042,1
Gm20470,0.365558942,-1.141682936,0.032,0.017,1
Gm49527,0.365588584,-0.412661522,0.151,0.119,1
ENSMUSG00000135834,0.36559562,1.051707972,0.017,0.033,1
Garin5a,0.365664587,-0.10878477,0.035,0.019,1
Cd7,0.365692587,1.500408611,0.01,0.022,1
Sft2d1,0.365816462,-0.496536519,0.176,0.141,1
Mmp23,0.365835827,0.655627861,0.017,0.033,1
Snupn,0.36602319,-1.056712532,0.04,0.022,1
Zfp335,0.366083723,0.711250808,0.047,0.042,1
Ccdc9,0.366137247,-0.464744692,0.119,0.089,1
Deptor,0.366248115,0.803936587,0.052,0.072,1
Gm30021,0.366305625,1.175713991,0.017,0.033,1
Sars2,0.366362811,0.307182046,0.074,0.064,1
Prrx1,0.366364895,-1.558933591,0.02,0.008,1
Dnhd1,0.366537605,1.235076625,0.02,0.036,1
ENSMUSG00000135262,0.366561963,0.167243021,0.069,0.055,1
Ddx60,0.366605754,-0.577239324,0.084,0.058,1
Rap2a,0.366623804,0.48633608,0.151,0.177,1
ENSMUSG00000141077,0.366640641,-0.470170156,0.087,0.061,1
Ccdc77,0.366692414,-1.111295648,0.042,0.028,1
Abcc5,0.366720518,-0.214645672,0.268,0.227,1
Mta1,0.366759023,0.222244613,0.109,0.089,1
Stx7,0.366778384,0.543331051,0.144,0.152,1
Nostrin,0.366783773,1.399349731,0.03,0.033,1
Utp6,0.366802741,0.135822771,0.087,0.066,1
Ngf,0.366813976,-1.657721561,0.02,0.008,1
ENSMUSG00000126710,0.366882031,0.402690222,0.042,0.03,1
Aunip,0.366898466,-0.834943406,0.032,0.017,1
ENSMUSG00000122550,0.366988921,-0.507491803,0.032,0.017,1
Trgc1,0.367288592,-1.612144173,0.02,0.008,1
Amacr,0.367383346,-1.708635906,0.027,0.014,1
Spns1,0.367420765,0.375448885,0.154,0.163,1
Rasa3,0.367453917,0.191372998,0.129,0.116,1
Gtf2h1,0.367501948,0.144423529,0.097,0.083,1
Ccdc160,0.367516264,0.379476838,0.052,0.039,1
Hoxb5os,0.367516944,-1.643338459,0.02,0.008,1
Tor3a,0.36766109,0.214382289,0.141,0.119,1
Rpap3,0.367669801,0.214223113,0.189,0.172,1
Gcna,0.367736165,-2.28621942,0.015,0.006,1
5530601H04Rik,0.367830027,-0.415355914,0.074,0.05,1
Gm4419,0.367843325,1.027179474,0.017,0.033,1
Hps5,0.367843508,-0.367660242,0.072,0.05,1
Asb7,0.367911632,0.289159254,0.052,0.042,1
Gm28051,0.367924873,-0.319192236,0.238,0.197,1
Pllp,0.368001332,0.336275777,0.141,0.136,1
Gm36371,0.368231467,-0.52593771,0.02,0.008,1
Sf3a3,0.368278499,0.236159309,0.176,0.161,1
Gm11767,0.368326384,-0.742581351,0.04,0.022,1
ENSMUSG00000140335,0.368400627,0.593464784,0.01,0.022,1
Yju2b,0.368525025,-0.471741827,0.067,0.044,1
Cfap141,0.368562941,-0.807223832,0.032,0.017,1
Prelid2,0.368608266,-1.384262263,0.032,0.019,1
Dusp28,0.368759545,-0.941961527,0.05,0.03,1
Ppp1r3e,0.368781942,0.956383314,0.017,0.033,1
Lyrm9,0.368839236,-0.907320452,0.04,0.022,1
Zc3h3,0.369008567,-0.900518298,0.109,0.083,1
Gm44505,0.369223721,0.274907208,0.211,0.205,1
Crkl,0.369224412,0.122020615,0.097,0.08,1
ENSMUSG00000142802,0.369318557,0.172937678,0.102,0.08,1
Il7,0.36968213,-2.338049129,0.015,0.006,1
Rbsn,0.369795037,-0.984538542,0.04,0.022,1
Agfg2,0.369871269,-0.408941269,0.166,0.13,1
Ank,0.369924216,-0.573393947,0.06,0.039,1
Ankrd22,0.369971943,-0.809634953,0.04,0.022,1
ENSMUSG00000126803,0.370015135,0.14285242,0.097,0.078,1
Mst1,0.37007474,0.234151759,0.28,0.28,1
Gm40653,0.370174101,-1.030686721,0.032,0.017,1
Psat1,0.370287638,-1.030008362,0.06,0.047,1
Nkd2,0.37029246,-0.872143687,0.032,0.017,1
Gm26664,0.370365104,-1.043158176,0.04,0.022,1
Gm11906,0.370408386,0.273660683,0.012,0.006,1
ENSMUSG00000130152,0.370429943,-0.464582765,0.134,0.105,1
Stat2,0.370552732,-0.604508707,0.074,0.053,1
1700121C10Rik,0.370619951,-0.847514749,0.04,0.022,1
Cfap97,0.370944079,-0.627579508,0.107,0.078,1
Met,0.370973094,-0.242195089,0.285,0.241,1
Itch,0.371076651,0.128409418,0.216,0.191,1
Vcpkmt,0.371086603,1.992807115,0.012,0.022,1
Rai14,0.371092589,0.454814192,0.124,0.152,1
ENSMUSG00000132003,0.371316126,-0.584288274,0.02,0.008,1
Gm20532,0.371451624,0.472636755,0.037,0.03,1
4921516A02Rik,0.371540541,-0.891401345,0.04,0.022,1
Zfp687,0.37161055,0.122645018,0.112,0.091,1
Rcn1,0.371698749,-0.994949695,0.032,0.017,1
Hap1,0.37172251,-0.572440859,0.057,0.036,1
Camkmt,0.371817416,-0.17013162,0.333,0.288,1
Phb1,0.372294883,-0.836848591,0.089,0.069,1
Map4k1,0.372364701,-2.144206626,0.015,0.006,1
Rassf6,0.372421872,0.804521427,0.069,0.089,1
1700047A11Rik,0.372681412,2.265447237,0.005,0.014,1
Itm2a,0.372718577,1.966203286,0.01,0.022,1
ENSMUSG00000143113,0.372724011,2.351521944,0.005,0.014,1
Rnf185,0.372758106,0.44573164,0.092,0.097,1
Gm41818,0.372855043,0.33830963,0.067,0.055,1
Prss36,0.372918298,-0.845103883,0.032,0.017,1
Enpp5,0.372957254,0.215283895,0.211,0.188,1
ENSMUSG00000143850,0.372961343,-0.852110189,0.032,0.017,1
Gm17029,0.373022087,-0.369029233,0.087,0.061,1
Stac2,0.373196509,-0.903971105,0.04,0.022,1
Lsm14a,0.373228485,-0.108741494,0.221,0.191,1
Alkbh6,0.37327973,-0.102839581,0.166,0.139,1
Zfp385c,0.373398238,-1.668215102,0.02,0.008,1
Gm13075,0.373500269,-0.711460794,0.04,0.022,1
ENSMUSG00000139247,0.373534824,-1.449155925,0.02,0.008,1
Klhl21,0.373663582,0.24137724,0.273,0.274,1
Gm16740,0.373667363,-1.879061402,0.022,0.011,1
Itpr3,0.373731473,0.641913139,0.112,0.136,1
Chmp1b2,0.373742686,-0.357034906,0.05,0.03,1
Zhx1,0.373824746,-0.569915377,0.042,0.025,1
Gm57281,0.373966692,-0.402810721,0.042,0.025,1
Rgs1,0.373985887,-0.790675611,0.02,0.008,1
ENSMUSG00000140680,0.374021392,-0.140265653,0.072,0.05,1
Crxos,0.374205078,1.23222809,0.015,0.008,1
Dpp10,0.374261555,-1.057425921,0.047,0.033,1
Gm30054,0.374264565,-0.442357508,0.087,0.061,1
Rapgef5,0.374289269,-2.593820521,0.015,0.006,1
Vps45,0.374349832,-0.152759648,0.124,0.094,1
Ripk2,0.3744865,0.157500002,0.077,0.061,1
Nprl3,0.374490524,-0.315255097,0.079,0.055,1
ENSMUSG00000141515,0.374538903,-0.412899231,0.035,0.019,1
Terb1,0.374615493,0.902984242,0.02,0.036,1
Gm32816,0.374832543,-0.381929446,0.015,0.006,1
Tlcd2,0.374888542,0.254189871,0.082,0.075,1
D430018E03Rik,0.375002359,-0.708416487,0.057,0.036,1
Tgfa,0.37513282,0.5632514,0.065,0.055,1
Lrp8os3,0.375201309,0.680414866,0.055,0.078,1
Gm15886,0.375208126,-0.58923777,0.027,0.014,1
Gramd1a,0.375384005,0.438797666,0.077,0.072,1
Klhl26,0.375454479,0.164603249,0.077,0.055,1
Ctu2,0.37566223,0.689082843,0.079,0.08,1
Mmp28,0.37568465,-0.657842715,0.02,0.008,1
ENSMUSG00000138930,0.375749837,0.787551198,0.05,0.05,1
ENSMUSG00000122384,0.3757571,-0.578005008,0.02,0.008,1
Rbm14,0.375786804,0.852114582,0.092,0.097,1
Gm7361,0.375895863,-0.380464494,0.042,0.025,1
Gm36287,0.375917517,-0.381549296,0.027,0.014,1
Kdsr,0.375926429,0.590684752,0.107,0.125,1
ENSMUSG00000123238,0.376140391,-0.529885794,0.042,0.025,1
Nfic,0.376224267,0.364969773,0.174,0.175,1
Adamts9,0.376244563,-0.620499219,0.079,0.055,1
Abcc9,0.376316723,-0.278649692,0.015,0.006,1
Gps2,0.37648288,0.293678681,0.191,0.18,1
Bin2,0.376499497,-0.924714272,0.02,0.008,1
Reps2,0.376619184,0.893303581,0.052,0.064,1
Ccdc117,0.376620016,0.550066063,0.05,0.044,1
Nopchap1,0.376821206,0.605539382,0.065,0.069,1
Olig3,0.376870134,-0.20442652,0.057,0.039,1
Cks2,0.376958295,0.430287063,0.057,0.05,1
Cdk2,0.377007072,-2.225372248,0.015,0.006,1
Twnk,0.37706457,0.894618438,0.012,0.006,1
Zfp90,0.377087994,0.400600522,0.017,0.008,1
Rwdd3,0.377134255,-0.332657111,0.107,0.078,1
Sprr2a3,0.377288975,-3.042676307,0.01,0.003,1
2310033P09Rik,0.377314301,-0.148970052,0.166,0.136,1
ENSMUSG00000139789,0.377333402,-1.583223194,0.027,0.014,1
ENSMUSG00000134201,0.377514508,-0.614371395,0.087,0.061,1
Eif2s1,0.377624196,-0.141136305,0.189,0.152,1
Agpat3,0.377850547,0.368439082,0.194,0.202,1
Dolk,0.377959108,-1.578703919,0.03,0.017,1
Zbtb4,0.377987115,0.133646344,0.179,0.152,1
Pmf1,0.378165724,-0.249301764,0.067,0.047,1
Ube2e3,0.378265157,0.192177221,0.099,0.08,1
Ano7,0.378450288,0.865315961,0.04,0.036,1
Mcm7,0.37849367,0.833195289,0.055,0.047,1
Dhx38,0.378795387,0.387832407,0.084,0.078,1
ENSMUSG00000133145,0.378850927,-2.078689405,0.015,0.006,1
ENSMUSG00000125761,0.379105171,-0.81283072,0.062,0.042,1
Gpam,0.379128468,-1.11243164,0.055,0.036,1
Pclaf,0.379134168,1.479975751,0.015,0.028,1
Ccdc122,0.379308868,-0.166650455,0.077,0.058,1
Mcts1,0.379379274,-0.202165441,0.057,0.039,1
Atg16l1,0.379443965,-0.447043002,0.097,0.069,1
Fermt3,0.379494024,-0.485150102,0.186,0.152,1
Mex3b,0.379680797,-0.221551447,0.015,0.006,1
Gm57040,0.379900822,-1.69620894,0.03,0.017,1
Cpeb3,0.379972188,-0.102157819,0.089,0.064,1
ENSMUSG00000141259,0.380212024,-0.53881883,0.015,0.006,1
Tfpi,0.38029766,-0.748387121,0.02,0.008,1
Rilpl1,0.380406611,-0.297478424,0.134,0.102,1
ENSMUSG00000123097,0.380582958,1.07212838,0.025,0.03,1
Kctd12,0.380796086,-0.151202183,0.184,0.15,1
Dnajb14,0.380916873,0.340810292,0.159,0.172,1
Gm34322,0.381002852,-1.536860613,0.02,0.008,1
R3hdm1,0.381064311,-0.153700088,0.146,0.122,1
Armcx3,0.381245557,-0.356567978,0.015,0.006,1
Arap2,0.381628233,-0.752396255,0.057,0.036,1
Atf7ip2,0.381692114,-1.986134709,0.015,0.006,1
Dnajc14,0.381751976,0.41696705,0.067,0.094,1
Ints12,0.381860016,0.918788767,0.05,0.069,1
ENSMUSG00000133032,0.381872307,-1.789133218,0.02,0.008,1
ENSMUSG00000139897,0.38199665,0.857971883,0.052,0.055,1
ENSMUSG00000136043,0.382021963,0.869497977,0.01,0.022,1
ENSMUSG00000130868,0.382309167,-0.308638938,0.01,0.003,1
ENSMUSG00000123782,0.382442424,0.38505419,0.017,0.008,1
4833417C18Rik,0.382476512,-0.319821075,0.01,0.003,1
Gm29387,0.382696367,-1.687935271,0.02,0.008,1
Gm44036,0.382759523,-0.192904735,0.042,0.025,1
4933424G06Rik,0.382853897,-0.573613082,0.015,0.006,1
Hexa,0.382877038,0.557901256,0.159,0.169,1
Pom121,0.382944852,0.551008638,0.122,0.13,1
Herc1,0.382960444,-0.265291231,0.32,0.274,1
Lsm10,0.383163655,-0.22950732,0.119,0.091,1
Mrpl28,0.383424332,0.144217233,0.261,0.241,1
Sart1,0.383537398,0.137760198,0.166,0.144,1
Mpped2,0.383542418,-1.029497304,0.02,0.008,1
Bet1,0.383563455,-0.316918408,0.06,0.039,1
Ogfod2,0.383645534,0.464534711,0.112,0.105,1
ENSMUSG00000124684,0.383658269,0.620894485,0.057,0.053,1
Agtrap,0.383667626,-0.516427962,0.169,0.144,1
Sncg,0.383711467,1.052086488,0.047,0.055,1
Gm14410,0.383744275,-0.270726097,0.015,0.006,1
ENSMUSG00000131693,0.383766446,-0.226500139,0.087,0.061,1
ENSMUSG00000139248,0.383831415,-1.211817067,0.035,0.019,1
Slc26a11,0.383927693,-0.409484704,0.035,0.019,1
Erg,0.383983567,-2.343363838,0.015,0.006,1
ENSMUSG00000128001,0.384127753,1.012688185,0.037,0.058,1
ENSMUSG00000132773,0.384148534,-1.113491615,0.02,0.008,1
Zfp637,0.384592381,-0.298464253,0.045,0.028,1
Wdr36,0.384689399,0.154430114,0.072,0.053,1
Pdss1,0.384755579,0.171053646,0.099,0.08,1
4930540M05Rik,0.384763602,-1.91900318,0.015,0.006,1
Ephb6,0.384793766,1.376931576,0.01,0.022,1
Racgap1,0.384925021,-0.426933802,0.015,0.006,1
Tbc1d8b,0.385034109,-0.273595403,0.067,0.044,1
Cd86,0.38519372,-0.345285077,0.037,0.022,1
Mthfs,0.385382946,-0.438784226,0.087,0.061,1
Farsb,0.385386065,0.541613248,0.087,0.102,1
Cc2d2a,0.385466435,0.116736409,0.263,0.244,1
St8sia2,0.385505769,0.917665676,0.079,0.078,1
ENSMUSG00000121350,0.385879753,1.272317161,0.02,0.036,1
Il1rap,0.3859418,0.130152118,0.042,0.03,1
Pou3f1,0.386090173,-1.167517349,0.045,0.03,1
Copg2,0.386242713,-0.483788913,0.136,0.105,1
Psmb9,0.386245664,-1.116505712,0.042,0.025,1
Fbxo4,0.386287891,-0.362882033,0.087,0.061,1
Acsm3,0.386399143,-1.326425584,0.02,0.008,1
ENSMUSG00000138831,0.386750539,0.840543418,0.01,0.022,1
Nipal1,0.387018062,0.25014041,0.065,0.047,1
ENSMUSG00000128647,0.387127885,2.227930578,0.007,0.017,1
Topors,0.387133169,0.159554851,0.176,0.161,1
Fbxl4,0.387139703,1.590371431,0.015,0.028,1
Stil,0.387163704,2.342451664,0.005,0.014,1
Btf3l4,0.387200701,0.862366683,0.065,0.08,1
Gm45717,0.387264179,0.388747145,0.069,0.097,1
Prr5,0.38730798,-0.159750015,0.01,0.003,1
Lrfn1,0.387876751,1.499442641,0.01,0.022,1
Ccdc107,0.387968361,0.12370696,0.127,0.111,1
ENSMUSG00000123268,0.388070759,-2.325860019,0.015,0.006,1
Slc10a6,0.388086082,-0.401475677,0.015,0.006,1
Ctnnal1,0.388090652,0.196194811,0.089,0.075,1
Dnajc13,0.388092976,-0.271260883,0.305,0.26,1
ENSMUSG00000142069,0.38840249,-0.784814925,0.02,0.008,1
Ttc41,0.388410882,-0.252821397,0.107,0.083,1
Slc45a1,0.388454966,-1.335429138,0.02,0.008,1
Dtwd1,0.38860122,0.245913933,0.035,0.022,1
ENSMUSG00000137823,0.388672459,2.180429248,0.007,0.017,1
C920006O11Rik,0.388890087,0.112417334,0.04,0.028,1
ENSMUSG00000122540,0.388937272,-1.293880019,0.02,0.008,1
ENSMUSG00000139261,0.388944339,-1.271388527,0.02,0.008,1
Hcfc1,0.389048415,0.531777613,0.132,0.133,1
Fam89b,0.389099453,0.290056517,0.144,0.13,1
Gm47772,0.389137884,-0.421950039,0.015,0.006,1
Adat1,0.38917732,0.224532578,0.045,0.03,1
Wars2,0.38922165,-0.238916796,0.132,0.102,1
ENSMUSG00000137253,0.38933246,-0.147948653,0.057,0.039,1
Mpv17l,0.389390153,0.464047973,0.072,0.1,1
Dennd2d,0.389421305,-0.762126405,0.084,0.061,1
Rapgef3,0.38942483,-1.243370324,0.02,0.008,1
9930111J21Rik2,0.389556968,1.714526513,0.017,0.022,1
ENSMUSG00000124079,0.389633158,1.34886939,0.01,0.022,1
Anp32a,0.389678026,-0.124985198,0.196,0.161,1
Uspl1,0.389733698,0.635406123,0.069,0.066,1
4732465J04Rik,0.389844605,-1.14645079,0.02,0.008,1
Gm30938,0.389983213,-0.880599181,0.015,0.006,1
Gm14221,0.390009677,0.148413171,0.042,0.028,1
Dgka,0.390023521,0.848591549,0.05,0.064,1
Hdac8,0.390039323,0.321781002,0.072,0.1,1
Dtx2,0.390097257,0.347986765,0.112,0.1,1
Loxl4,0.390244873,-1.704526081,0.02,0.008,1
Gm56517,0.390261726,-0.129443458,0.102,0.078,1
ENSMUSG00000141432,0.390283256,-0.973599698,0.02,0.008,1
Ngly1,0.39036857,0.143142214,0.164,0.147,1
Gm35287,0.390420597,1.122632515,0.027,0.03,1
Riok1,0.390451777,-0.393087933,0.109,0.08,1
Prickle3,0.390527534,0.296460545,0.04,0.028,1
Grm1,0.390551834,-0.100289886,0.01,0.003,1
Gm31517,0.3905644,-1.240458112,0.035,0.019,1
Gm10382,0.390564774,1.451911374,0.017,0.03,1
Six5,0.39059338,-0.980038913,0.035,0.019,1
Rgs19,0.390614547,-1.737055357,0.027,0.014,1
Gm38204,0.390699482,1.354555482,0.01,0.022,1
Gm38102,0.390714701,1.009316798,0.02,0.036,1
Gm56829,0.390819401,0.548900161,0.022,0.039,1
4931414P19Rik,0.391005545,-1.062284863,0.042,0.025,1
Stambpl1,0.391005895,-1.419090718,0.037,0.022,1
Gm44140,0.391014027,-0.767555014,0.02,0.008,1
Isg15,0.3910321,0.375278688,0.102,0.094,1
5830428M24Rik,0.391065688,0.374461458,0.099,0.13,1
Trpv4,0.391070179,0.340927589,0.171,0.169,1
ENSMUSG00000126235,0.391136651,-0.939029237,0.02,0.008,1
Agpat2,0.391158353,0.459801912,0.089,0.1,1
Gm36129,0.391247829,-1.391088787,0.02,0.008,1
Them6,0.391265104,0.651701917,0.022,0.039,1
4933427I22Rik,0.391293758,-1.259464716,0.02,0.008,1
Pdxk-ps,0.391306592,-1.429790774,0.02,0.008,1
Dnaaf8,0.391404888,-0.551956444,0.087,0.061,1
Fnip2,0.391484323,-0.416559671,0.159,0.125,1
ENSMUSG00000130855,0.391502427,1.577567676,0.02,0.033,1
ENSMUSG00000138609,0.391683767,-0.881917363,0.02,0.008,1
ENSMUSG00000138804,0.391685289,2.114082682,0.005,0.014,1
Dsg3,0.391778448,1.023375951,0.047,0.053,1
Snx16,0.391869932,-0.497834829,0.05,0.03,1
1700123J17Rik,0.391927724,-1.373846385,0.02,0.008,1
Dock10,0.391989645,-1.067779669,0.057,0.042,1
Heph,0.392160514,0.347574695,0.037,0.058,1
Dab2ip,0.392257913,-0.136986965,0.355,0.31,1
6430548M08Rik,0.39241288,-1.291478422,0.04,0.03,1
Gm10658,0.392413117,0.472479393,0.012,0.025,1
Wfdc18,0.392430113,-0.924024074,0.02,0.008,1
Gm19705,0.392516381,-0.321377266,0.05,0.03,1
ENSMUSG00000127888,0.392522241,0.689897854,0.012,0.006,1
Tbc1d13,0.392716175,0.108008261,0.037,0.025,1
ENSMUSG00000144003,0.392765463,1.347327095,0.01,0.022,1
Tmem63c,0.392795076,-1.571106295,0.02,0.008,1
Inpp4a,0.392802512,-0.333859016,0.186,0.15,1
Or8b54,0.392950986,-0.848219111,0.02,0.008,1
Pax7,0.393014095,-1.621129405,0.022,0.011,1
Lrrd1,0.393074157,-0.294158136,0.035,0.019,1
Gm15461,0.393132575,-1.289744577,0.035,0.025,1
Map2k7,0.393217229,0.358601417,0.102,0.089,1
Nipa1,0.393327979,-0.550804019,0.042,0.025,1
Rnf31,0.393328717,-0.186293981,0.084,0.061,1
Gpt2,0.39335392,0.225607941,0.082,0.064,1
Gm42726,0.393413497,-1.047962028,0.042,0.025,1
Spag6,0.393450668,-0.404469611,0.01,0.003,1
ENSMUSG00000133261,0.393486464,1.156847369,0.01,0.022,1
Tpmt,0.39350433,1.049658183,0.02,0.036,1
Rbm7,0.39355925,0.761162439,0.074,0.069,1
Ice1,0.39356145,-0.5720469,0.104,0.08,1
Arhgef10l,0.393616739,-0.192482215,0.109,0.083,1
Gm44170,0.393679053,1.7625567,0.02,0.033,1
Kif2c,0.393743347,-1.221578357,0.042,0.028,1
Gm28177,0.393795495,-0.568680113,0.052,0.058,1
ENSMUSG00000129578,0.393796607,2.149933198,0.007,0.017,1
L3mbtl1,0.393956576,-0.732447982,0.05,0.044,1
Susd1,0.394108633,-0.912189484,0.069,0.047,1
Narf,0.394193851,0.515515157,0.077,0.105,1
ENSMUSG00000129091,0.394225598,-1.505140261,0.027,0.017,1
Alyreffm1,0.394235026,1.207761757,0.01,0.022,1
1700063J08Rik,0.394263919,-1.404050116,0.02,0.008,1
Coro1a,0.394272034,-1.273674005,0.032,0.028,1
Castor1,0.394358709,-1.164252136,0.02,0.008,1
Zfp873,0.39437334,-1.120606921,0.02,0.008,1
ENSMUSG00000137182,0.394400554,-2.717062391,0.01,0.003,1
Uros,0.394453196,-0.310480673,0.109,0.08,1
Micall2,0.394627191,0.435227913,0.084,0.08,1
Gm30505,0.394736651,-0.825779017,0.02,0.008,1
C8g,0.394753393,-0.986516117,0.02,0.008,1
Gm49027,0.394767967,-1.052089743,0.02,0.008,1
Gm550,0.394813321,-0.990701368,0.02,0.008,1
ENSMUSG00000126431,0.394860035,-3.012062101,0.01,0.003,1
Gm43305,0.394877316,1.346393755,0.01,0.022,1
Armc6,0.394884679,-1.255364735,0.02,0.008,1
ENSMUSG00000133677,0.394897541,-1.361564991,0.02,0.008,1
Gm56945,0.395093057,-2.130048763,0.015,0.006,1
Cacna1g,0.395263118,-1.471892337,0.032,0.019,1
B3galnt2,0.395366889,0.514506329,0.102,0.127,1
Utp25,0.395431865,1.493050071,0.012,0.025,1
Alg6,0.395538744,-0.34575497,0.03,0.017,1
Cryaa,0.395547021,0.659811915,0.102,0.114,1
Hebp2,0.395787037,1.416924224,0.027,0.03,1
ENSMUSG00000123953,0.395803755,1.944122502,0.005,0.014,1
B3gntl1,0.395832408,-0.42735675,0.05,0.03,1
Gm56641,0.395971911,2.456640503,0.005,0.014,1
Tdp1,0.396102101,-1.051875881,0.035,0.019,1
ENSMUSG00000129077,0.39632027,-1.314990836,0.047,0.03,1
ENSMUSG00000140395,0.396325797,-0.426913317,0.01,0.003,1
ENSMUSG00000142111,0.396387424,0.418718489,0.015,0.028,1
Ube3a,0.396415154,-0.348326129,0.206,0.169,1
Chi3l1,0.396433136,0.194982753,0.055,0.042,1
9930022D16Rik,0.396460348,-0.464157549,0.015,0.006,1
Samd13,0.396530299,-1.163088428,0.037,0.022,1
Ttc32,0.396739986,0.500897906,0.084,0.08,1
8430429K09Rik,0.397004019,-0.544113773,0.117,0.089,1
ENSMUSG00000136331,0.397030517,-0.792306224,0.055,0.053,1
Cib2,0.39712306,1.417219065,0.022,0.036,1
Frk,0.397348002,0.329817791,0.171,0.183,1
Gm51604,0.397395988,0.85502638,0.025,0.017,1
Gm28209,0.397567188,0.336551197,0.032,0.022,1
B430010I23Rik,0.397602751,0.771145492,0.06,0.069,1
Slc37a1,0.397615239,-0.533257965,0.102,0.075,1
Zfp654,0.398006558,-0.658602019,0.089,0.066,1
Gm30524,0.398053608,-0.587711209,0.005,0.011,1
Igfbp2,0.398102173,-1.485947324,0.027,0.014,1
Agbl3,0.398241163,-0.247825293,0.303,0.26,1
Tsen2,0.398350706,-0.264487887,0.042,0.025,1
Ube2v1,0.398397431,0.540325504,0.057,0.055,1
Gng7,0.398418464,-0.792676036,0.05,0.05,1
Tmem141,0.398507101,-0.763546768,0.062,0.042,1
Atat1,0.398567098,-0.248503433,0.089,0.064,1
ENSMUSG00000130285,0.398652476,-2.749981165,0.01,0.003,1
ENSMUSG00000124204,0.398700521,2.145327326,0.015,0.022,1
Gm28181,0.398761267,0.11083889,0.062,0.047,1
Siah1b,0.39881444,-2.132408896,0.015,0.006,1
ENSMUSG00000144157,0.399320669,1.229100383,0.02,0.019,1
Gm13547,0.399380643,-2.451917102,0.01,0.003,1
Gm45051,0.399494781,1.71643103,0.02,0.028,1
Pabpc1l,0.399709722,0.317866247,0.03,0.047,1
Chm,0.399768875,-0.747477943,0.072,0.05,1
Maml3,0.399967772,0.189182183,0.29,0.285,1
ENSMUSG00000134207,0.400052409,0.308046808,0.097,0.127,1
Tsr2,0.400426061,-0.729313883,0.042,0.025,1
4930432O09Rik,0.400463173,0.5272251,0.127,0.155,1
Slc16a14,0.400538632,0.159243255,0.03,0.017,1
Krt1,0.400561418,0.569845346,0.055,0.047,1
Efcab11,0.400673335,0.390353483,0.069,0.058,1
Car14,0.400773343,-0.897190405,0.01,0.003,1
Gsta2,0.400778615,0.689003403,0.05,0.072,1
Gm44000,0.400818038,0.448810266,0.104,0.133,1
Acsl4,0.400888976,-0.291537773,0.174,0.139,1
Rars1,0.400917337,0.47266741,0.169,0.186,1
Gm9970,0.401084987,-0.174966494,0.052,0.036,1
Gm29186,0.401178061,0.543236171,0.012,0.006,1
Rassf8,0.401233806,-0.301610839,0.129,0.1,1
Pagr1b,0.401238517,1.065349121,0.072,0.08,1
Gm36279,0.401314539,-0.81527484,0.05,0.03,1
Nbdy,0.401369406,0.579430037,0.077,0.066,1
Orai1,0.401541085,0.531021064,0.119,0.136,1
ENSMUSG00000135781,0.401574979,-0.426918779,0.015,0.006,1
ENSMUSG00000138621,0.401637756,-0.917309888,0.042,0.028,1
Uckl1,0.401647135,-0.30504768,0.035,0.019,1
Smn1,0.401772205,0.15454353,0.181,0.152,1
Mars2,0.401796696,0.536396376,0.012,0.006,1
Rfc3,0.401806416,0.947487296,0.03,0.022,1
ENSMUSG00000127951,0.401858635,1.404990458,0.015,0.028,1
4930579K19Rik,0.401959294,-0.879707004,0.05,0.033,1
Tnfrsf18,0.402084583,-0.529058864,0.015,0.006,1
Mrps18c,0.402161315,-0.166095415,0.236,0.197,1
ENSMUSG00000138524,0.402194869,-0.796227972,0.015,0.006,1
Btbd3,0.402386539,0.575933094,0.077,0.075,1
Fmod,0.402602559,0.110765765,0.027,0.017,1
Pm20d1,0.402866508,2.318704973,0.007,0.017,1
Mcm5,0.403036172,1.141750919,0.03,0.047,1
Gm10791,0.403100785,-0.252802169,0.015,0.006,1
Fbxl22,0.403128534,-0.151269324,0.03,0.017,1
Abhd1,0.403169644,0.462784613,0.012,0.006,1
Gm31786,0.403209577,-2.333013044,0.01,0.003,1
ENSMUSG00000133630,0.403433884,1.958065242,0.005,0.014,1
Crtac1,0.4035792,-0.731508642,0.015,0.006,1
Cep95,0.403889517,0.37436804,0.146,0.15,1
Calu,0.404037604,0.139657988,0.164,0.152,1
Ankrd27,0.404136593,-0.690510401,0.069,0.05,1
ENSMUSG00000143063,0.404200387,-1.934954152,0.015,0.006,1
Gfra2,0.404239739,-0.824550851,0.01,0.003,1
Gm29456,0.404751474,-0.466208488,0.042,0.025,1
Snorc,0.404776155,-0.483302814,0.104,0.078,1
ENSMUSG00000137700,0.404784988,-0.427326722,0.01,0.003,1
ENSMUSG00000129752,0.404828765,-0.626313144,0.027,0.014,1
Sugp1,0.404894595,0.233641144,0.112,0.097,1
ENSMUSG00000136698,0.404907949,1.998681883,0.005,0.014,1
Mybl2,0.405014915,0.520477766,0.082,0.086,1
ENSMUSG00000135409,0.405136488,0.861914667,0.045,0.055,1
Selenok-ps1,0.405282876,1.606507676,0.017,0.017,1
Gm11532,0.405309439,-1.798256137,0.015,0.006,1
